Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Pierer Industrie,https://www.crunchbase.com/organization/pierer-industrie,Venture Capital,1,,"Wels, Oberosterreich, Austria",,"Pierer Industrie AG, the parent company behind KTM Industries.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.piererindustrie.at,https://www.linkedin.com/company/pierer-industrie-ag,1,,
Saber,https://www.crunchbase.com/organization/saber-gmbh,"Family Investment Office, Private Equity Firm, Venture Capital",1,,"Vienna, Wien, Austria","Private Equity, Seed","Austria Based Family Office, with compelling investment opportunities in Venture Capital, Private Equity and Real Estate","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://saber.wien,https://www.linkedin.com/company/saber-gmbh/,1,,
Green Rocket GmbH,https://www.crunchbase.com/organization/green-rocket,Venture Capital,1,,"Graz, Steiermark, Austria",Crowdfunding,"The first Crowd Investing platform that specializes in sustainable companies in the fields of energy, environment, mobility and health.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2013-09-01,day,https://www.greenrocket.com,https://www.linkedin.com/company/green-rocket-crowdfunding,1,1,
Next Monday Ventures,https://www.crunchbase.com/organization/next-monday-ventures,"Accelerator, Angel Group, Venture Capital",1,,"Vienna, Wien, Austria",Early Stage Venture,Venture Fund and Accelerator,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.nextmonday.vc/,https://www.linkedin.com/company/93788988,1,1,
Moshbit,https://www.crunchbase.com/organization/moshbit-16d4,Venture Capital,1,,"Graz, Steiermark, Austria",,Moshbit invests in digital products.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://moshbit.com/,https://www.linkedin.com/company/moshbit/,1,,
asp. group,https://www.crunchbase.com/organization/asp-group-f597,"Accelerator, Venture Capital",1,,"Vienna, Wien, Austria",Seed,"asp. group is an Investment management firm creating impact at the intersection of entrepreneurship, leadership, and innovation.","European Union (EU), Europe, Middle East, and Africa (EMEA)",1991-01-01,year,https://www.asp.group/,https://www.linkedin.com/company/asp-group-creates-impact/,1,,
Hornet Ventures,https://www.crunchbase.com/organization/hornet-ventures,Venture Capital,1,,"Linz, Oberosterreich, Austria",Seed,Hornet Ventures invest in seed-stage companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://hornetventures.com/,https://www.linkedin.com/company/hornet-ventures,1,,
ILUM Tec,https://www.crunchbase.com/organization/ilum-tec,Venture Capital,1,,"Vienna, Wien, Austria",,ILUM Tec invests in Central european life science and technology startups.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://ilumtec.at/en/,,1,,
SILA Venture,https://www.crunchbase.com/organization/sila-venture,Venture Capital,1,,"Vienna, Wien, Austria",Early Stage Venture,Passionate in building early stage Startups,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.silaventure.com,,1,,
TheMerger,https://www.crunchbase.com/organization/the-merger,"Micro VC, Venture Capital",1,,"Vienna, Wien, Austria",Seed,TheMerger is a European corporate development and investment firm that focuses on the mobile and internet sector in Central Europe.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2008-11-01,day,http://www.themerger.com,,1,,
Situlus,https://www.crunchbase.com/organization/situlus,Venture Capital,1,,"Graz, Steiermark, Austria","Early Stage Venture, Seed","Situlus, an independent Austrian investment firm, makes investments in small and medium-sized businesses.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.situlus.at/,https://www.linkedin.com/company/situlus-holding/,1,,
Pioneer Ventures,https://www.crunchbase.com/organization/pioneer-ventures-2,Venture Capital,1,,"Vienna, Wien, Austria",,Pioneer Ventures provides events for collaboration among tech executives and investors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://pioneers.io/ventures/,https://www.linkedin.com/company/pioneers-io,1,,
GoodShares Beteiligungs- und Beratungs GmbH,https://www.crunchbase.com/organization/goodshares-beteiliguns-und-beratungs-gmbh,Venture Capital,1,,"Wiener Neustadt, Niederosterreich, Austria",Seed,Goodshares Consulting is a venture capital firm that provides comprehensive support to startups throughout their entire development journey.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://goodshares.at,https://www.linkedin.com/company/peopleplanetprosperity/,1,,
PR&D,https://www.crunchbase.com/organization/pr-d,Venture Capital,1,,"Vienna, Wien, Austria",,Public relations for research and education.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.prd.at,,1,,
Michael Altrichter Beteiligungs GmbH,https://www.crunchbase.com/organization/speed-beteiligungs-gmbh,"Angel Group, Venture Capital",1,,"Allhartsberg, Niederosterreich, Austria",,"Michael Altrichter a business angel & impact investor and invested in wikifolio, rublys, tourradar, diagnosia (among others).","European Union (EU), Europe, Middle East, and Africa (EMEA)",2011-07-01,day,http://www.altrichter.pro/,https://www.linkedin.com/company/speed-beteiligungs-gmbh/,1,,
Eru Ventures,https://www.crunchbase.com/organization/eru-ventures,Venture Capital,1,,"Vienna, Wien, Austria","Early Stage Venture, Seed",Eru Ventures is a venture capital firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,,https://www.linkedin.com/company/eruventures,1,,
Camouflage Ventures,https://www.crunchbase.com/organization/camouflage-ventures,Venture Capital,1,,"Wiener Neustadt, Niederosterreich, Austria",Seed,Camouflage Ventures is an equity and venture capital firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.camouflage.ventures,,1,,
Valnon Holding,https://www.crunchbase.com/organization/valnon-holding,Venture Capital,1,,"Vienna, Wien, Austria","Early Stage Venture, Seed",Valnon Holding is an investment firm that invest in early-stage companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
MN Beteiligung GmbH,https://www.crunchbase.com/organization/mn-beteiligung-gmbh,"Family Investment Office, Venture Capital",1,,"Bergheim, Salzburg, Austria",Seed,Die Beteiligung an anderen Unternehmen und deren Verwaltung,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-05-28,day,,,1,1,
8eyes,https://www.crunchbase.com/organization/8eyes-1c77,Venture Capital,1,,"Vienna, Wien, Austria",Seed,8eyes is a start-up investment firm run by the Runtastic founders.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.8eyes.io/,https://www.linkedin.com/company/8eyes,1,,
Voltares,https://www.crunchbase.com/organization/voltares-2aff,Venture Capital,1,,"Vienna, Wien, Austria",Seed,Voltare is dedicated to supporting programs that have a genuine impact on our planet.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/company/voltaresgroup/,1,1,
Wien Holding,https://www.crunchbase.com/organization/wien-holding-f41b,Venture Capital,1,1,"Vienna, Wien, Austria",Late Stage Venture,"Wien Holding is one of Europe’s largest entertainment groups, and owns many cultural institutions and venues in Vienna.","European Union (EU), Europe, Middle East, and Africa (EMEA)",1974-01-01,year,https://www.wienholding.at/,https://www.linkedin.com/company/wien-holding-gmbh/?originalSubdomain=at,1,1,
Mantaray,https://www.crunchbase.com/organization/mantaray-277e,Venture Capital,1,,"Vienna, Wien, Austria","Early Stage Venture, Seed","Mantaray provides service of planning, rehabilitation, building, and sales of upscale apartments and unique villas.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.mantaray.eu,https://www.linkedin.com/company/mantaray-eu,1,,
Neuson Industries,https://www.crunchbase.com/organization/neuson-industries,Venture Capital,1,,"Linz, Oberosterreich, Austria",,Neuson Industries is an investment firm a part of the Investment Firms Industry.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.neuson.com,https://www.linkedin.com/company/neuson-industries-gmbh/,1,1,
P50 Ventures,https://www.crunchbase.com/organization/p50-ventures,Venture Capital,1,,"Pottenbrunn, Niederosterreich, Austria",Venture,"P50 Ventures is an investment firm based in Pottenbrunn, Austria.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Code Capital Holding,https://www.crunchbase.com/organization/code-capital-holding,"Accelerator, Private Equity Firm, Venture Capital",1,,"Vienna, Wien, Austria",,"The investment company of serial entrepreneur Benjamin Ruschin invests in highly scalable, early-stage tech startups.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-06-01,month,https://www.codecapital.at/,https://www.linkedin.com/company/code-capital-group,1,,
Uni Venture,https://www.crunchbase.com/organization/uni-venture,Venture Capital,1,,"Vienna, Wien, Austria",Early Stage Venture,Uni Venture Specializing in seed/start-up and early stage investments.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Loonshot,https://www.crunchbase.com/organization/loonshot,Venture Capital,1,,"Innsbruck, Tirol, Austria","Early Stage Venture, Seed",Loonshot a powerful vision and upholding our core values is fundamental to our success.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.loonshot.vc,https://www.linkedin.com/company/loonshot-ventures-gmbh/,1,1,
Ithuba FinMill,https://www.crunchbase.com/organization/ithuba-finmill,Venture Capital,1,,"Vienna, Wien, Austria","Early Stage Venture, Seed",Ithuba FinMill is an early stage B2B fintech investor and company builder,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,day,http://finmill.at/,https://www.linkedin.com/company/ithuba-finmill,1,,
Asset T Management GmbH,https://www.crunchbase.com/organization/asset-t-management-gmbh,Venture Capital,,,"Vienna, Wien, Austria",,Investment company of Maximilian Thyssen,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://www.erste-am.com,https://www.linkedin.com/company/erste-asset-management-gmbh,,,
Samira Advisors,https://www.crunchbase.com/organization/samira-adivsors,"Investment Bank, Private Equity Firm, Venture Capital",,,"Vienna, Wien, Austria",,"Strategy, mergers & acquisitions expertise, and execution excellence for tech entrepreneurs and investors","European Union (EU), Europe, Middle East, and Africa (EMEA)",2022-01-01,year,http://www.samira-advisors.com,https://www.linkedin.com/company/samira-advisors/,,,
qubitec ventures,https://www.crunchbase.com/organization/qubitec-ventures,"Incubator, Venture Capital",,,"Vienna, Wien, Austria","Early Stage Venture, Seed",Investing into Software Startups,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2024-06-12,day,https://ventures.qubitec.io,,,,
Smart Capital,https://www.crunchbase.com/organization/smart-capital,Venture Capital,,,"Nussdorf, Tirol, Austria",,Smart Capital is a finance firm that focuses on venture and private equity to support SMEs.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.smart-capital.at,https://www.linkedin.com/company/smart-capital-gmbh,,,
Alpine Equity,https://www.crunchbase.com/organization/alpine-equity,"Private Equity Firm, Venture Capital",,,"Bregenz, Vorarlberg, Austria","Early Stage Venture, Late Stage Venture",Alpine Equity is an early and late-stage investor through various fund vehicles.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,https://www.alpineequity.com/,https://www.linkedin.com/company/alpine-group-equity,,,
Gasser + Partner GmbH,https://www.crunchbase.com/organization/gasser-partner-gmbh,Venture Capital,,,"Klagenfurt, Karnten, Austria",,"Gasser + Partner GmbH is a Klagenfurt, Austria-based venture capital firm. Founded in 1999, Gasser + Partner GmbH considers seed and early","European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.gasser-partner.at,https://www.linkedin.com/in/kurtgasser,,,
Noxel Capital,https://www.crunchbase.com/organization/noxel-capital,Venture Capital,,,"Vienna, Wien, Austria",,NOXEL CAPITAL invests in great entrepreneurs with bold ideas that are determined to build companies with lasting significance.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://noxel.com/noxel-capital/,https://www.linkedin.com/company/noxel-group,,,
AG Capital,https://www.crunchbase.com/organization/ag-capital-e710,Venture Capital,,,"Vienna, Wien, Austria",,AG Capital provides funding and assistance to small and medium-sized companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.agcapital.at/en,https://www.linkedin.com/company/a-g-capital/,,,
Horizonte Venture Management GmbH,https://www.crunchbase.com/organization/horizonte-venture-management-gmbh,"Private Equity Firm, Venture Capital",,,"Vienna, Wien, Austria",,"Horizonte Venture Management (""Horizonte"") is a leading private equity firm in Southeastern Europe.","European Union (EU), Europe, Middle East, and Africa (EMEA)",1985-01-01,year,http://www.horizonte.at,,,,
aws Fondsmanagement,https://www.crunchbase.com/organization/aws-fondsmanagement,Venture Capital,,,"Vienna, Wien, Austria",Seed,aws start-up fund is a Venture capital for ideas and innovations with high growth potential and scalable business models.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.gruenderfonds.at/en/about/aws-fondsmanagement/,https://www.linkedin.com/company/awsgruendungsfonds,,,
Voltares,https://www.crunchbase.com/organization/voltares,Venture Capital,,,"Vienna, Wien, Austria",,Renewable Energy Investor,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://voltares.com/,,,,
Media4Equity Invest,https://www.crunchbase.com/organization/media4equity-invest-2,Venture Capital,,,"Vienna, Wien, Austria",,Media4Equity Invest helps startups promote their expansion in Austria and internationally to achieve rapid scaling.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.media4equity.eu/,,,,
BWS Invest,https://www.crunchbase.com/organization/bws-invest,"Co-Working Space, Entrepreneurship Program, Incubator, Venture Capital",,,"Salzburg, Salzburg, Austria","Early Stage Venture, Seed","SaaS, hospitality, new energy, gaming, esports, human resources, food","European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-04-18,day,https://www.bws-invest.com,https://www.linkedin.com/company/bws-invest-gmbh,,,
Fundraizer,https://www.crunchbase.com/organization/fundraizer-2,Venture Capital,,,"Vienna, Wien, Austria",,Fundraizer reward based Crowd Funding Plattform.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.fundraizer.at/,https://www.linkedin.com/company/10223704?,,,
Sideinvest,https://www.crunchbase.com/organization/sideinvest,Venture Capital,,,"Vienna, Wien, Austria",,Austrian reward based Crowd Funding Plattform.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.sideinvest.at/,,,,
B&C Group,https://www.crunchbase.com/organization/b-c-holdings-7e1d,"Private Equity Firm, Venture Capital",,,"Vienna, Wien, Austria",Private Equity,B&C Group is core shareholder of large Austrian industrial companies and holds minority stakes in tech scale-ups with an industrial focus.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2000-01-01,year,https://bcgruppe.at,https://www.linkedin.com/company/bcgruppe,,,
Itom Invest,https://www.crunchbase.com/organization/itom-invest,Venture Capital,,,"Vienna, Wien, Austria",,Itom Invest secures investments and provides consulting services for businesses.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://itominvest.com/,https://www.linkedin.com/company/itom-invest-gmbh,,,
