Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
S2S Ventures,https://www.crunchbase.com/organization/s2s-ventures,Venture Capital,18,,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture",S2S Ventures is a student-run VC fund backing bold Swiss student founders before anyone else.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.s2s.vc/,https://www.linkedin.com/company/s2s-vc/,18,4,
DAA Capital Partners,https://www.crunchbase.com/organization/daa-capital-partners,"Private Equity Firm, Venture Capital",18,2,"Geneva, Geneve, Switzerland",Venture,Venture Capital and Private Equity,"Europe, Middle East, and Africa (EMEA)",2018-08-24,day,https://www.daacap.com/,https://www.linkedin.com/company/daacap/about/,11,2,1
Privilège Ventures,https://www.crunchbase.com/organization/privilege-ventures,Venture Capital,18,,"Lugano, Ticino, Switzerland",Seed,Swiss-based Venture Capital firm authorised by FINMA investing in seed stage companies,"Europe, Middle East, and Africa (EMEA)",2016-01-01,month,https://privilege-ventures.com/,https://www.linkedin.com/company/privilege-ventures,17,8,
Thia Ventures,https://www.crunchbase.com/organization/thia-ventures,Venture Capital,18,,"Genève, Geneve, Switzerland",Early Stage Venture,Thia Ventures is an Early-stage investor in one of the most dynamic and essential fields of current human endeavor.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://thiaventures.com/,https://www.linkedin.com/company/thia-ventures,16,2,
Armada Investment AG,https://www.crunchbase.com/organization/armada-investment-group,"Family Investment Office, Private Equity Firm, Venture Capital",17,4,"Kusnacht, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Post-Ipo",Armada Investment AG is Daniel Aegerter's venture fund and family office.,"Europe, Middle East, and Africa (EMEA)",2000-03-08,day,http://www.armada.com,https://www.linkedin.com/company/armada-investment-group-ag,12,4,1
EuroUS Ventures,https://www.crunchbase.com/organization/eurous-ventures,Venture Capital,17,2,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Seed",EuroUS Ventures is a San Francisco-based venture capital firm that funds companies which have passed the early development stages.,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.eurousventures.com,http://www.linkedin.com/company/42153,15,,1
One Creation,https://www.crunchbase.com/organization/one-creation,Venture Capital,17,3,"Vevey, Vaud, Switzerland",,One Creation is a cooperative company which aims to support the rapid development of environmental technologies.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://www.onecreation.org,https://www.linkedin.com/company/one-creation-cooperative/,16,6,1
Polar Light Ventures,https://www.crunchbase.com/organization/polar-light-ventures-ltd,"Micro VC, Venture Capital",17,2,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Principal Investment Company focusing on early stage technology ventures.,"Europe, Middle East, and Africa (EMEA)",2016-06-01,day,https://polarlightventures.com/,https://www.linkedin.com/company/polarlightventures,14,,1
Stableton Financial,https://www.crunchbase.com/organization/stableton-financial-ag,Venture Capital,16,2,"Zug, Zug, Switzerland","Early Stage Venture, Late Stage Venture, Secondary Market, Venture",Award-Winning Fintech Platform and Growth Equity Investor,"Europe, Middle East, and Africa (EMEA)",2018-10-31,day,https://www.stableton.com/approach,https://www.linkedin.com/company/stableton/about/,16,1,
Carbon Removal Partners,https://www.crunchbase.com/organization/carbon-removal-partners,Venture Capital,16,,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Carbon Removal Partners specializes in carbon removal tech investments,"Europe, Middle East, and Africa (EMEA)",2022-01-01,day,https://carbonremoval.partners,https://www.linkedin.com/company/carbon-removal-partners/about/,12,3,
DART Ventures,https://www.crunchbase.com/organization/dart-17,"Micro VC, Venture Capital",16,1,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",DART Ventures is an early stage VC for European climate and health tech startups thriving on the US market.,"Europe, Middle East, and Africa (EMEA)",2023-07-01,day,https://www.dart.ventures/,https://www.linkedin.com/company/dartlabs,15,4,
Session.vc,https://www.crunchbase.com/organization/spark-invest,Venture Capital,16,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed, Venture",At session.vc we back early-stage companies in the Software and Consumer space.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.session.vc/,https://www.linkedin.com/company/spark-invest/,11,8,
TiVentures,https://www.crunchbase.com/organization/tiventure,Venture Capital,16,1,"Lugano, Ticino, Switzerland","Early Stage Venture, Seed",TiVentures is a seed investment fund active in Southern Switzerland,"Europe, Middle East, and Africa (EMEA)",2016-09-01,day,https://www.tiventures.ch,https://www.linkedin.com/company/tiventures/,12,8,1
The New Frontiers (TNF),https://www.crunchbase.com/organization/tnf-capital,"Private Equity Firm, Venture Capital",16,2,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",The New Frontiers (TNF) acts as a catalyst for innovation and industry disruption towards building a smarter world.,"Europe, Middle East, and Africa (EMEA)",2010-07-09,day,https://www.tnfcapital.com/,https://www.linkedin.com/company/tnfcapital/,12,11,
Eclosion SA,https://www.crunchbase.com/organization/eclosion-sa,Venture Capital,16,6,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Seed",Eclosion assists entrepreneurs with the necessary resources to bridge the gap between their laboratories and the stage where the start-up,"Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.eclosion.com,,13,9,3
Bloomhaus Ventures,https://www.crunchbase.com/organization/bloomhaus-ventures,"Family Investment Office, Venture Capital",15,,"Zug, Zug, Switzerland",Seed,Early stage investment vehicle and venture Arm of a Swiss family office,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.bloomhaus.vc/,https://www.linkedin.com/company/bloomhausventures/,14,5,
Changer Club,https://www.crunchbase.com/organization/changer-club,"Angel Group, Syndicate, Venture Capital",15,1,"Lausanne, Vaud, Switzerland","Late Stage Venture, Secondary Market","Changer Club is Europe’s premier angel investors community. We unite 150 high-profile businessmen from 14 countries, curious about venture.","Europe, Middle East, and Africa (EMEA)",2018-11-29,day,https://clubchanger.com/,https://www.linkedin.com/company/12631036,15,,1
Startive Ventures,https://www.crunchbase.com/organization/startive-ventures,Venture Capital,15,8,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Secondary Market, Seed","Startive Ventures is the personal investment company of Simon Clausen, investing in global consumer-centric technology & Internet startups.","Europe, Middle East, and Africa (EMEA)",2009-03-18,day,http://startive.ventures/,https://www.linkedin.com/company/startive-ventures-inc.,14,1,3
ViewPoint Capital Partners,https://www.crunchbase.com/organization/viewpoint-capital-partners,"Private Equity Firm, Venture Capital",15,9,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Private Equity",Growth Capital for European Software Technology Companies,"Europe, Middle East, and Africa (EMEA)",2000-12-01,month,,https://www.linkedin.com/company/viewpoint-capital-partners/about/,15,6,
BlueOcean Ventures,https://www.crunchbase.com/organization/blueocean-ventures,Venture Capital,15,2,"Plan-les-ouates, Geneve, Switzerland","Early Stage Venture, Seed","BlueOcean Ventures SA provides capital, operational, and company development advisory support to their customers.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.blueocean-ventures.com,https://www.linkedin.com/company/blueocean-ventures,14,4,
Gentian Investments,https://www.crunchbase.com/organization/gentian-investments,"Angel Group, Venture Capital",14,2,"Kilchberg, Zurich, Switzerland","Early Stage Venture, Seed",Early-stage investment company with focus on technology in Central Europe,"Europe, Middle East, and Africa (EMEA)",2017-02-22,day,http://gentian.investments,https://www.linkedin.com/company/gentian/about/,14,1,
SAGANA,https://www.crunchbase.com/organization/sagana,"Family Investment Office, Private Equity Firm, Venture Capital",14,1,"Zürich, Zurich, Switzerland","Private Equity, Venture",A new kind of advisory firm on a mission to align outstanding financial returns with positive social and environmental impact.,"Europe, Middle East, and Africa (EMEA)",2017-03-01,month,https://sagana.com/,https://www.linkedin.com/company/saganacapital/,12,2,
Sangha Capital,https://www.crunchbase.com/organization/sangha-capital,Venture Capital,14,,"Genève, Geneve, Switzerland",,Sangha Capital is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.sanghacapital.co/,https://www.linkedin.com/company/sangha-capital-sl,11,2,
Oriole Ventures,https://www.crunchbase.com/organization/oriole-ventures,Venture Capital,14,,"Zürich, Zurich, Switzerland","Crowdfunding, Early Stage Venture, Initial Coin Offering, Seed, Venture",Oriole Ventures is an investment fund dedicated to supporting blockchain projects in the WEB 3.0 space.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.oriole.ventures,https://www.linkedin.com/company/oriole-vc,14,,
Skyviews Life Science,https://www.crunchbase.com/organization/skyviews-life-science,Venture Capital,13,1,"Lausanne, Vaud, Switzerland","Early Stage Venture, Late Stage Venture, Seed",Skyviews Life Science is a privately held advisory company specializing in personalized health.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://skyviewslifescience.com/,https://www.linkedin.com/company/skyviews-life/,9,,1
Founderful Campus,https://www.crunchbase.com/organization/wingman-campus-fund,Venture Capital,13,,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Seed",Founderful Campus aims to educate students and support entrepreneurs to disrupt the startup culture on campuses.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://campusfund.ch,https://www.linkedin.com/company/campusfund,13,10,
Bernina BioInvest,https://www.crunchbase.com/organization/bernina-bioinvest,Venture Capital,13,,"Zug, Zug, Switzerland",Early Stage Venture,Bernina BioInvest is an investment Firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.berninabioinvest.com/,,8,3,
ACE Investment Partners Ltd.,https://www.crunchbase.com/organization/ace-investment-partner,Venture Capital,13,,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Venture",ACE Investment Partner is a Geneva based investor with a focus on early & venture opportunities.,"Europe, Middle East, and Africa (EMEA)",,,,,13,,
Innuvik Ventures,https://www.crunchbase.com/organization/innuvik-ventures,Venture Capital,13,2,"Bottighofen, Sankt Gallen, Switzerland","Early Stage Venture, Seed",Swiss based early stage startup-investor. Invests in internet startups only. Specialized in Online Travel.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,month,http://www.innuvik.com,,8,1,
Sparrow Ventures,https://www.crunchbase.com/organization/sparrow-ventures,"Corporate Venture Capital, Venture Capital",13,1,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Venture",Sparrow Ventures are a Zurich-based Venture Builder and Growth Equity Investor.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://sparrow-ventures.com/,https://www.linkedin.com/company/sparrow-ventures,9,5,
Nabtesco Technology Ventures,https://www.crunchbase.com/organization/nabtesco-technology-ventures,"Corporate Venture Capital, Venture Capital",12,,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Seed, Venture","Nabtesco Technology Ventures provides cutting-edge technology in manufacturing, robotics, and motion control.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://nabtesco-ventures.com/,https://www.linkedin.com/company/nabtesco-ventures/,10,5,
Lightbird,https://www.crunchbase.com/organization/lightbird-ventures,Venture Capital,12,,"Bern, Bern, Switzerland","Convertible Note, Early Stage Venture, Seed, Venture",Lightbird Ventures is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,day,https://lightbird.vc/,https://www.linkedin.com/company/lightbird/,8,6,
Kickfund,https://www.crunchbase.com/organization/kickfund,Venture Capital,12,1,"Basel, Basel-Stadt, Switzerland","Convertible Note, Early Stage Venture, Seed, Venture",Kickfund invest in Swiss pre-seed and seed stage technology startups.,"Europe, Middle East, and Africa (EMEA)",2022-09-01,day,https://www.kickfund.ch/,https://www.linkedin.com/company/kickfund-ch/,12,2,
Zühlke Ventures AG,https://www.crunchbase.com/organization/zuhlke-ventures-ag,Venture Capital,12,1,"Schlieren, Zurich, Switzerland","Early Stage Venture, Seed",Zühlke Ventures AG support high-tech start-ups from early stage to exit.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.zuehlke.com/en/about-us/ventures,https://www.linkedin.com/company/z-hlke-group,11,7,
Hammer Team,https://www.crunchbase.com/organization/hammer-team,"Family Investment Office, Venture Capital",12,,"Cham, Zug, Switzerland","Early Stage Venture, Seed",Hammer Team supports software companies during their startup and growth phase.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://hammerteam.com/,https://www.linkedin.com/company/team-hammer,9,5,
14Peaks Capital,https://www.crunchbase.com/organization/14peaks-capital,Venture Capital,11,,"Zug, Zug, Switzerland","Early Stage Venture, Seed","14Peaks is an early-stage investor in B2B SaaS companies in Europe & US. Focused on Fintech, Data & Analytics, HR Tech, and Productivity.","Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://14peaks.capital/,https://www.linkedin.com/company/14peakscapital,10,5,
QAI Ventures,https://www.crunchbase.com/organization/qai-ventures,"Accelerator, Venture Capital",11,,"Arlesheim, Basel-Landschaft, Switzerland","Early Stage Venture, Late Stage Venture, Seed, Venture",Building a Global Ecosystem to Support Advanced Computing Startups.,"Europe, Middle East, and Africa (EMEA)",2023-02-01,day,https://qai-ventures.com,https://www.linkedin.com/company/QAIventures,11,8,
BaseTech Ventures,https://www.crunchbase.com/organization/basetech-ventures,Venture Capital,11,2,"Cham, Zug, Switzerland","Early Stage Venture, Seed, Venture",BaseTech Ventures AG focuses on supporting early-stage companies in the German speaking regions (DACH).,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.basetechventures.com/,https://www.linkedin.com/company/basetech-ventures-ag/,10,4,
Innovationsstiftung der SZKB,https://www.crunchbase.com/organization/innovationsstiftung-der-schwyzer-kantonalbank,Venture Capital,11,2,"Schwyz, Schwyz, Switzerland","Early Stage Venture, Seed",We are an early-stage venture capital investor focussing on B2B software and consumer tech startups in Switzerland,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://innovationsstiftung.ch/,https://www.linkedin.com/company/innovation-fund-szkb,8,3,
Jadeberg Partners,https://www.crunchbase.com/organization/mountain-cleantech,"Private Equity Firm, Venture Capital",11,3,"Baar, Zug, Switzerland",Late Stage Venture,"Jadeberg Partners provides growth capital to fast-growing, profitable technology leaders that are already shaping future.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.jadeberg-partners.ch/,https://www.linkedin.com/company/jadeberg-partners,11,9,
BaseLaunch,https://www.crunchbase.com/organization/baselaunch,"Accelerator, Venture Capital",10,,"Allschwil, Basel-Landschaft, Switzerland","Early Stage Venture, Grant, Seed",The BaseLaunch accelerator is tailored to the needs of healthcare startups.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.baselaunch.ch/,https://www.linkedin.com/company/baselaunch,10,8,
Blockchain Valley Ventures,https://www.crunchbase.com/organization/blockchain-valley-ventures,Venture Capital,10,1,"Zug, Zug, Switzerland","Early Stage Venture, Seed, Venture","Blockchain Valley Ventures is a new accelerator and venture firm incubating, developing and investing in blockchain-enabled businesses. ","Europe, Middle East, and Africa (EMEA)",2018-03-01,month,http://bvventures.ch/,https://www.linkedin.com/company/blockchain-valley-ventures/,9,4,
Constructive Venture Fund,https://www.crunchbase.com/organization/swiss-immo-lab,Venture Capital,10,2,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",The Constructive Venture Fund invests in seed & early-stage startups in the construction & real estate industry,"Europe, Middle East, and Africa (EMEA)",2019-12-04,day,https://constructive.vc/,https://www.linkedin.com/company/constructive-venture-fund/,10,1,
ETF Group,https://www.crunchbase.com/organization/etf-group,Venture Capital,10,2,"Lugano, Ticino, Switzerland",Early Stage Venture,ETF Group is a venture capital firm specializing in investments in early stage technology companies.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,https://etfpartners.capital,,10,6,
Interchain Foundation,https://www.crunchbase.com/organization/interchain-foundation,Venture Capital,9,,"Baar, Zug, Switzerland","Early Stage Venture, Grant, Seed","Interchain Foundation supports research and development for secure, scalable, open, and decentralized networks.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://interchain.io/,https://www.linkedin.com/company/interchain-foundation/,8,4,
Solar Impulse Foundation,https://www.crunchbase.com/organization/solar-impulse,Venture Capital,9,,"Lausanne, Vaud, Switzerland",,The Solar Impulse Foundation is selecting #1000 SOLUTIONS that can protect the environment in a profitable way. ,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.solarimpulse.com/,http://www.linkedin.com/company/694468,9,9,
Swiss Startup Group,https://www.crunchbase.com/organization/swiss-startup-group,Venture Capital,9,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed","Swiss Startup Group is a venture platform for scouting, building, accelerating, and investing in the most promising startups.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.swissstartupgroup.com/,https://www.linkedin.com/company/swiss-startup-group,9,4,
Seed4Equity,https://www.crunchbase.com/organization/seed4equity-sa,Venture Capital,9,4,"Vaud, Geneve, Switzerland","Early Stage Venture, Seed","Seed4Equity Investment fund in seed, early growth companies. targets all industries. Switzerland.","Europe, Middle East, and Africa (EMEA)",,,http://www.seed4equity.com/,,9,1,
Ginko Ventures,https://www.crunchbase.com/organization/ginko-ventures,Venture Capital,9,1,"Geneva, Geneve, Switzerland",,"Founded in 2015, Ginko Ventures is a venture capital Firm targeting technologies, devices and solutions that will improve the way people.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.ginkopartners.com,https://www.linkedin.com/company/ginko-ventures/about/,7,5,
RBV Capital,https://www.crunchbase.com/organization/rbv-capital,Venture Capital,9,2,"Zug, Zug, Switzerland","Early Stage Venture, Late Stage Venture",RBV Capital is a Zug-based life sciences VC firm established in 2014.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.rbvcapital.com,https://www.linkedin.com/company/rusbio-ventures,7,4,
Fongit Seed Invest,https://www.crunchbase.com/organization/fongit-seedinvest,Venture Capital,9,,"Plan-les-ouates, Geneve, Switzerland",,Fongit Seed Invest (FSI) is the leading Seed Money Fund of Switzerland for young technology companies. It provides smart seed capital.,"Europe, Middle East, and Africa (EMEA)",,,http://fongitseedinvest.ch/,,8,5,
Capital Risque Fribourg,https://www.crunchbase.com/organization/capital-risque-fribourg,Venture Capital,9,,"Fribourg, Fribourg, Switzerland","Early Stage Venture, Seed",Capital Risque Fribourg is a venture capital that provides funding opportunities for startups and SMEs.,"Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://www.capitalrisque-fr.ch/,https://www.linkedin.com/company/capital-risque-fribourg/,8,,
Initiative Capital Romandie,https://www.crunchbase.com/organization/initiative-capital-romandie,Venture Capital,9,1,"Lausanne, Vaud, Switzerland",,Initiative Capital Romandie is a private equity fund that focuses on technology companies based in Western Switzerland.,"Europe, Middle East, and Africa (EMEA)",,,,,5,,
Integra Holdings,https://www.crunchbase.com/organization/integra-holdings,Venture Capital,8,,"Wallisellen, Zurich, Switzerland","Early Stage Venture, Late Stage Venture","Integra Holdings is a unique venture fund, focusing on an exclusive selection of biotech companies with proprietary solutions","Europe, Middle East, and Africa (EMEA)",1989-01-01,year,http://integra-holdings.com/,https://www.linkedin.com/company/integra-holdings-ltd-/,7,6,
GISEV Family Office,https://www.crunchbase.com/organization/gisev-family-office,"Family Investment Office, Syndicate, Venture Capital",8,,"Lugano, Ticino, Switzerland",Early Stage Venture,GISEV Family Office is a investment firm.,"Europe, Middle East, and Africa (EMEA)",2017-01-16,day,http://www.gisev.com/,https://www.linkedin.com/company/gisev-family-office/,8,2,
Climb Ventures,https://www.crunchbase.com/organization/climb-ventures,Venture Capital,8,,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Private Equity",Growth Ventures for Swiss and global digital transformation,"Europe, Middle East, and Africa (EMEA)",2020-09-03,day,http://climbventures.com/,https://www.linkedin.com/company/climb-ventures/?viewAsMember=true,7,,
SwissHealth Ventures,https://www.crunchbase.com/organization/swisshealth-ventures,Venture Capital,8,,"Luzern, Luzern, Switzerland","Early Stage Venture, Seed",SwissHealth Ventures set new standards in the field of digital health by investing in innovative start-ups and trend-setting technologies.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.css.ch/en/swisshealth-ventures.html,https://www.linkedin.com/company/swisshealthventures/about/,8,5,
Road Ventures,https://www.crunchbase.com/organization/road-ventures,Venture Capital,8,1,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Seed",Road Ventures is a Venture Capital fund investing in exceptional companies in the transportation & mobility industry.,"Europe, Middle East, and Africa (EMEA)",2017-12-01,month,http://roadventures.ch/,https://www.linkedin.com/company/road-ventures/,8,3,
Startfeld,https://www.crunchbase.com/organization/startfeld,"Accelerator, Venture Capital",8,,"Saint Gallen, Sankt Gallen, Switzerland",Seed,Startfeld is a non-profit association with a philanthropic goal setting to support start-ups and innovation in the St.GallenBodenseeArea.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.startfeld.ch,https://www.linkedin.com/company/startfeld---the-innovation-and-start-up-network-in-the-st.gallenbodenseearea,7,2,
Friedli Corporate Finance,https://www.crunchbase.com/organization/friedli-corporate-finance,Venture Capital,8,4,"Steinhausen, Zug, Switzerland",Early Stage Venture,"Friedli Corporate Finance invests in early-stage companies and is a venture capital firm based in Steinhausen, Switzerland.","Europe, Middle East, and Africa (EMEA)",1986-01-01,year,http://www.friedlicorp.com/,,7,6,1
QBIT Capital,https://www.crunchbase.com/organization/qbit-capital,Venture Capital,7,,"Zürich, Zurich, Switzerland",Early Stage Venture,QBIT Capital is an early-stage venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://qbitcapital.xyz/,https://www.linkedin.com/company/qbit-capital-ag/?,6,6,
Yaya Capital,https://www.crunchbase.com/organization/yaya-capital,"Private Equity Firm, Venture Capital",7,1,"Zug, Zug, Switzerland",Seed,Yaya Capital is a Venture capital and Private equity firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.yaya.capital/,https://www.linkedin.com/company/yaya-capital/,6,,1
very early Ventures,https://www.crunchbase.com/organization/very-early-ventures,Venture Capital,7,,"Zürich, Zurich, Switzerland",Seed,very early Ventures invests in critical Web3 and Blockchain infrastructure.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://www.veryearly.xyz/,https://ch.linkedin.com/company/very-early-ventures,7,,
Amcor Corporate Venturing and Open Innovation,https://www.crunchbase.com/organization/amcor-ventures,"Corporate Venture Capital, Venture Capital",7,,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Late Stage Venture, Seed",Amcor Corporate Venturing and Open Innovation invests in innovative businesses and technologies in the packaging space,"Europe, Middle East, and Africa (EMEA)",1864-01-01,year,https://www.amcor.com/about/ventures,https://www.linkedin.com/company/amcor,7,2,
Waypoint Capital,https://www.crunchbase.com/organization/waypoint-capital,Venture Capital,7,3,"Genève, Geneve, Switzerland","Early Stage Venture, Late Stage Venture, Venture",Waypoint is a business enterprise for the managers and advisers of the funds and investments associated with the Bertarelli family.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.waypointcapital.net/,https://www.linkedin.com/company/waypoint-capital,7,2,1
Clima Now,https://www.crunchbase.com/organization/clima-now,Venture Capital,7,,"Zürich, Zurich, Switzerland","Early Stage Venture, Grant, Seed","We fund solutions that reduce greenhouse gas emissions, capture greenhouse gases or drive socio-political change for climate protection.","Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://climanow.ch,https://www.linkedin.com/company/climanow,7,2,
Santo Holding,https://www.crunchbase.com/organization/santo-holding,Venture Capital,7,2,"Zürich, Zurich, Switzerland",Late Stage Venture,"Santo Holding is a Zurich-based investment firm funding biotechnology, pharmaceutical, life sciences, and healthcare companies.","Europe, Middle East, and Africa (EMEA)",2001-10-26,day,http://santoholding.ch,,4,3,1
Schweizer Kapital Global Impact Fund,https://www.crunchbase.com/organization/schweizer-kapital-global-impact-fund-ag,"Accelerator, Entrepreneurship Program, Family Investment Office, Venture Capital",7,1,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture","First specialized impact investor in Germany, Austria and Switzerland since beginning of 2018 for exclusively disruptive business models.","Europe, Middle East, and Africa (EMEA)",2018-01-01,month,https://schweizer-kapital.ch/en/global-impact-fund/,https://www.linkedin.com/company/schweizer-kaptal-global-impact-fund-ag,5,5,
Jabre Capital,https://www.crunchbase.com/organization/jabre-capital-9c30,Venture Capital,7,,"Genève, Geneve, Switzerland","Early Stage Venture, Late Stage Venture",Jabre Capital is a multi-strategy asset management company.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.jabcap.com,https://www.linkedin.com/company/jabre-capital-partners/,7,,
Blufolio,https://www.crunchbase.com/organization/blufolio,Venture Capital,7,,"Vaud, Geneve, Switzerland",Seed,Blufolio is a blockchain and venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://blufol.io/,https://www.linkedin.com/company/blufolio-ag/about/,7,3,
Aare Ventures,https://www.crunchbase.com/organization/aare-ventures,"Angel Group, Venture Capital",7,,"Stettlen, Bern, Switzerland",Early Stage Venture,Aare Ventures is an active business angel community that provides financing for early stage startups from the Bern Mittelland region.,"Europe, Middle East, and Africa (EMEA)",2019-07-15,day,https://www.aare-ventures.ch/,https://www.linkedin.com/company/aare-ventures/,6,2,
Renaissance,https://www.crunchbase.com/organization/renaissance-pme-foundation,Venture Capital,7,2,"Lausanne, Vaud, Switzerland",,Renaissance is an investment foundation for pension funds investing in small and medium-sized enterprises.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://renaissance.net,https://www.linkedin.com/company/renaissance-foundation-&-management,4,3,1
Creadd Ventures,https://www.crunchbase.com/organization/creadd-ventures,Venture Capital,6,,"Lugano, Ticino, Switzerland",Early Stage Venture,"Venture Capital fund investing in Biomedical, DeepTech and SaaS early-growth companies based in Switzerland and Europe","Europe, Middle East, and Africa (EMEA)",,,https://creadd.ch/,https://www.linkedin.com/company/creadd-ventures/,4,3,
Seedstars Africa Ventures,https://www.crunchbase.com/organization/seedstars-africa-ventures,Venture Capital,6,,"Carouge, Geneve, Switzerland",Early Stage Venture,Seedstars Africa Ventures is an early-stage venture capital fund.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://seedstars-africa.vc/,https://www.linkedin.com/company/seedstars-africa-ventures/about/,4,3,
Brainforest,https://www.crunchbase.com/organization/brainforest-fc73,Venture Capital,6,,"Zug, Zug, Switzerland",Grant,Brainforest is an impact venture studio focused on forests and climate change.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://brainforest.global,https://www.linkedin.com/company/brainforest,6,5,
Pangea Blockchain Fund,https://www.crunchbase.com/organization/pangea-blockchain-fund,"Hedge Fund, Venture Capital",6,,"Lugano, Ticino, Switzerland",Early Stage Venture,Pangea Blockchain Fund offers intellectual and financial capital to early-stage blockchain companies from around the world,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.pangeablockchain.ch,https://www.linkedin.com/company/pangea-blockchain-fund/,6,2,
Alphemy Capital,https://www.crunchbase.com/organization/alphemy-capital-fund,"Private Equity Firm, Venture Capital",6,,"Geneva, Geneve, Switzerland",,Alphemy Capital is a portfolio management firm that manages blockchain-based digital assets.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://alphemy.capital/,https://www.linkedin.com/company/alphemy-capital-sa,5,2,
