Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Grant - Cardisio,https://www.crunchbase.com/funding_round/cardisio-grant--ac55bb72,Cardisio,https://www.crunchbase.com/organization/cardisio,Grant,"Frankfurt, Hessen, Germany, Europe",342484,GBP,420698,2023-01-17,,,,,No,Cardisio is a company that uses artificial intelligence in a non-invasive screening test for coronary and structural heart diseases.,"Artificial Intelligence (AI), Fitness, Health Care, Wellness",,https://cardis.io/,$1M to $10M,9706272,USD,9706272,,3,SBRI Healthcare,1,,SBRI Healthcare,"219,463"
Seed Round - Cardisio,https://www.crunchbase.com/funding_round/cardisio-seed--7288474a,Cardisio,https://www.crunchbase.com/organization/cardisio,Seed,"Frankfurt, Hessen, Germany, Europe",3500000,EUR,4071027,2021-10-19,Seed,,,,Yes,Cardisio is a company that uses artificial intelligence in a non-invasive screening test for coronary and structural heart diseases.,"Artificial Intelligence (AI), Fitness, Health Care, Wellness",,https://cardis.io/,$1M to $10M,9706272,USD,9706272,,3,,2,,"Jim Davidson, Shawn O'Neill","263,530"
Grant - CargoSteps,https://www.crunchbase.com/funding_round/cargosteps-grant--b75a1ba5,CargoSteps,https://www.crunchbase.com/organization/cargosteps,Grant,"Frankfurt, Hessen, Germany, Europe",12500,EUR,13276,2017-03-05,,,,,No,CargoSteps is a platform for automated backloads in B2B logistics built on a cross company real-time track & trace solution. ,"Logistics, Shipping, Software, Transportation",,https://www.cargosteps.com/,$1M to $10M,262500,EUR,290915,Seed,4,,,,,"526,461"
Seed Round - Cashlink,https://www.crunchbase.com/funding_round/cashlink-seed--84fd0420,Cashlink,https://www.crunchbase.com/organization/cashlink,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-11-16,Seed,,,,Yes,Cashlink empowers businesses to easily offer investments in alternative assets to their end customers using tokenization technology.,"Cryptocurrency, Financial Services, FinTech, Software",,https://cashlink.de,$1B to $10B,7000000,EUR,7670283,Early Stage Venture,5,C3 Venture Capital,2,1,"C3 Venture Capital, Deutsche Effecten -und Wechsel Beteiligungsgesellschaft","100,919"
Series A - Cashlink,https://www.crunchbase.com/funding_round/cashlink-series-a--a935c4af,Cashlink,https://www.crunchbase.com/organization/cashlink,Series A,"Frankfurt, Hessen, Germany, Europe",,,,2023-03-14,Early Stage Venture,,,,Yes,Cashlink empowers businesses to easily offer investments in alternative assets to their end customers using tokenization technology.,"Cryptocurrency, Financial Services, FinTech, Software",,https://cashlink.de,$1B to $10B,7000000,EUR,7670283,Early Stage Venture,5,TX Ventures,7,5,"BM H Beteiligungs-Managementgesellschaft Hessen, C3 Venture Capital, DEWB, Futury Capital, Panta Rhei, seed + speed Ventures, TX Ventures","256,459"
Series A - Cashlink,https://www.crunchbase.com/funding_round/cashlink-series-a--e235db71,Cashlink,https://www.crunchbase.com/organization/cashlink,Series A,"Frankfurt, Hessen, Germany, Europe",7000000,EUR,7670283,2023-06-27,Early Stage Venture,,,,Yes,Cashlink empowers businesses to easily offer investments in alternative assets to their end customers using tokenization technology.,"Cryptocurrency, Financial Services, FinTech, Software",,https://cashlink.de,$1B to $10B,7000000,EUR,7670283,Early Stage Venture,5,Helaba,4,1,"C3 Venture Capital, Helaba, Panta Rhei, TX Ventures","446,299"
Pre Seed Round - Cashlink,https://www.crunchbase.com/funding_round/cashlink-pre-seed--d0b625aa,Cashlink,https://www.crunchbase.com/organization/cashlink,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2022-10-31,Seed,,,,Yes,Cashlink empowers businesses to easily offer investments in alternative assets to their end customers using tokenization technology.,"Cryptocurrency, Financial Services, FinTech, Software",,https://cashlink.de,$1B to $10B,7000000,EUR,7670283,Early Stage Venture,5,,1,,w3.fund,"477,018"
Pre Seed Round - Cashlink,https://www.crunchbase.com/funding_round/cashlink-pre-seed--c0283f95,Cashlink,https://www.crunchbase.com/organization/cashlink,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2018-11-21,Seed,,,,Yes,Cashlink empowers businesses to easily offer investments in alternative assets to their end customers using tokenization technology.,"Cryptocurrency, Financial Services, FinTech, Software",,https://cashlink.de,$1B to $10B,7000000,EUR,7670283,Early Stage Venture,5,FinLab,3,3,"Dr. Rainer Zimmermann, FinLab, seed + speed Ventures","652,760"
Seed Round - ChefsList,https://www.crunchbase.com/funding_round/chefslist-klein-und-harris-gbr-seed--9e1f5ef3,ChefsList,https://www.crunchbase.com/organization/chefslist-klein-und-harris-gbr,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2022-03-01,Seed,,,,Yes,Sales and Marketing Software for Food Wholesalers,"B2B, Food and Beverage, Information Technology, SaaS, Software",,https://www.chefslist.de/,$1M to $10M,,,,Seed,1,,1,,Unpopular Ventures,"112,339"
Seed Round - Churnlify,https://www.crunchbase.com/funding_round/churnlify-seed--6b8ddc8d,Churnlify,https://www.crunchbase.com/organization/churnlify,Seed,"Frankfurt, Hessen, Germany, Europe",500000,USD,500000,2018-07-01,Seed,,,,Yes,Advanced ML-powered Sales Analytics for SMUs,"Analytics, Machine Learning",,https://www.churnlify.com,,500000,USD,500000,Seed,1,Lucina Capital,1,,Lucina Capital,"348,442"
Convertible Note - Circolution,https://www.crunchbase.com/funding_round/circolution-convertible-note--21e6d721,Circolution,https://www.crunchbase.com/organization/circolution,Convertible Note,"Frankfurt, Hessen, Germany, Europe",,,,2023-06-01,,,,,No,The reusable system for retail food products,"Food and Beverage, Packaging Services, Retail Technology",,https://circolution.com/,$1M to $10M,600000,EUR,660765,Seed,2,Capacura,1,1,Capacura,"163,447"
Seed Round - Circolution,https://www.crunchbase.com/funding_round/circolution-seed--0a6d2cfe,Circolution,https://www.crunchbase.com/organization/circolution,Seed,"Frankfurt, Hessen, Germany, Europe",600000,EUR,660765,2023-02-01,Seed,,,,Yes,The reusable system for retail food products,"Food and Beverage, Packaging Services, Retail Technology",,https://circolution.com/,$1M to $10M,600000,EUR,660765,Seed,2,,2,1,"Amcor Corporate Venturing and Open Innovation, Capacura","670,588"
Series B - Clark,https://www.crunchbase.com/funding_round/clark-2-series-b--62a61046,Clark,https://www.crunchbase.com/organization/clark-2,Series B,"Frankfurt, Hessen, Germany, Europe",29000000,USD,29000000,2018-04-25,Early Stage Venture,,,,Yes,Clark is an insurance platform that provides full insurance cover.,"FinTech, Insurance, InsurTech",,https://www.clark.de,$1B to $10B,133658631,USD,133658631,Late Stage Venture,6,"Portage Ventures, White Star Capital",7,1,"coparion, Heliad AG, ING Ventures, Manta Ray Ventures, Portage Ventures, White Star Capital, Yabeo","83,875"
Venture Round - Clark,https://www.crunchbase.com/funding_round/clark-2-series-unknown--bf19cd0d,Clark,https://www.crunchbase.com/organization/clark-2,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2017-06-29,,,,,Yes,Clark is an insurance platform that provides full insurance cover.,"FinTech, Insurance, InsurTech",,https://www.clark.de,$1B to $10B,133658631,USD,133658631,Late Stage Venture,6,Lexington Partners,2,,"Lexington Partners, Portage Ventures","213,277"
Series C - Clark,https://www.crunchbase.com/funding_round/clark-2-series-c--5f222745,Clark,https://www.crunchbase.com/organization/clark-2,Series C,"Frankfurt, Hessen, Germany, Europe",69000000,EUR,84239724,2021-01-12,Late Stage Venture,,,,Yes,Clark is an insurance platform that provides full insurance cover.,"FinTech, Insurance, InsurTech",,https://www.clark.de,$1B to $10B,133658631,USD,133658631,Late Stage Venture,6,Tencent,5,2,"coparion, Portage Ventures, Tencent, White Star Capital, Yabeo","553,120"
Angel Round - Cloud Eatery,https://www.crunchbase.com/funding_round/cloud-eatery-angel--086b2c00,Cloud Eatery,https://www.crunchbase.com/organization/cloud-eatery,Angel,"Frankfurt, Hessen, Germany, Europe",,,,2022-11-22,Seed,,,,Yes,Cloud Eatery is a food delivery company that uses digital tools.,Food Delivery,,https://cloudeatery.kitchen/,Less than $1M,,,,Seed,1,,1,,Johannes B. Kerner,"17,025"
Seed Round - Cloudbrixx,https://www.crunchbase.com/funding_round/cloudbrixx-seed--3e48bfce,Cloudbrixx,https://www.crunchbase.com/organization/cloudbrixx,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2022-11-01,Seed,,,,Yes,Cloudbrixx is versatile software for holistic construction and real estate management.,"Software, Software Engineering",,https://www.cloudbrixx.de,Less than $1M,,,,Seed,1,,,,,"17,545"
Post-IPO Secondary - Commerzbank,https://www.crunchbase.com/funding_round/commerzbank-post-ipo-secondary--3e88f531,Commerzbank,https://www.crunchbase.com/organization/commerzbank,Post-IPO Secondary,"Frankfurt, Hessen, Germany, Europe",702000000,EUR,775228897,2024-09-11,,14932743875,EUR,16490448092,No,Commerzbank is a commercial bank that provides seed and debt financing investments.,"Banking, Finance, Financial Services",,https://www.commerzbank.de/,,702000000,EUR,775228897,IPO,1,UniCredit,1,,UniCredit,"8,531"
Grant - Covomo,https://www.crunchbase.com/funding_round/covomo-versicherungsvergleich-gmbh-grant--806c43e9,Covomo,https://www.crunchbase.com/organization/covomo-versicherungsvergleich-gmbh,Grant,"Frankfurt, Hessen, Germany, Europe",50000,EUR,56064,2017-06-01,,,,,No,Covomo is Germany's leading insurance comparison for special and niche insurances to let people easily protect the things they care about.,"Finance, Financial Services, Insurance, Property Insurance",,https://business.covomo.de,$1M to $10M,2050000,EUR,2502984,,2,,1,,EASME,"462,080"
Venture Round - Covomo,https://www.crunchbase.com/funding_round/covomo-versicherungsvergleich-gmbh-series-unknown--8da8e9d7,Covomo,https://www.crunchbase.com/organization/covomo-versicherungsvergleich-gmbh,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",2000000,EUR,2446920,2018-01-18,,,,,Yes,Covomo is Germany's leading insurance comparison for special and niche insurances to let people easily protect the things they care about.,"Finance, Financial Services, Insurance, Property Insurance",,https://business.covomo.de,$1M to $10M,2050000,EUR,2502984,,2,Michael Föcking,1,,Michael Föcking,"652,479"
Post-IPO Debt - creditshelf,https://www.crunchbase.com/funding_round/creditshelf-post-ipo-debt--a21a54f1,creditshelf,https://www.crunchbase.com/organization/creditshelf,Post-IPO Debt,"Frankfurt, Hessen, Germany, Europe",100000000,EUR,101918514,2022-11-10,,,,,No,"creditshelf has been shaping digital SME financing for years - simple, fast, innovative.","Financial Services, FinTech, Information Services, InsurTech, Internet, Internet of Things, Small and Medium Businesses",,https://www.creditshelf.com,$10M to $50M,100000000,EUR,101918514,M&A,1,Goldman Sachs,1,,Goldman Sachs,"253,764"
Seed Round - cuisyn,https://www.crunchbase.com/funding_round/cuisyn-seed--1f61b4ec,cuisyn,https://www.crunchbase.com/organization/cuisyn,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,gastronomy holding shaping the future of gastronomy,Food and Beverage,,https://cuisyn.de,,,,,Seed,1,,1,,blueworld.group,"183,355"
Venture Round - DataSpark,https://www.crunchbase.com/funding_round/dataspark-23f9-series-unknown--6abb92bc,DataSpark,https://www.crunchbase.com/organization/dataspark-23f9,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2024-08-19,,,,,Yes,DataSpark provides advanced analytics and intelligent automation services.,"Analytics, Artificial Intelligence (AI), Information Technology",,https://www.dataspark.de,$1M to $10M,,,,,1,BM H Beteiligungs-Managementgesellschaft Hessen,1,1,BM H Beteiligungs-Managementgesellschaft Hessen,"23,618"
Pre Seed Round - debtify,https://www.crunchbase.com/funding_round/debtify-pre-seed--6e6388cf,debtify,https://www.crunchbase.com/organization/debtify,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",250000,EUR,301697,2021-02-01,Seed,,,,Yes,"Fintech, Ecosystem, API, debt collection, NPL non performing loan","Debt Collections, Developer APIs, FinTech",,https://www.debtify.com,,400000,EUR,469773,Seed,2,,,,,"120,825"
Pre Seed Round - debtify,https://www.crunchbase.com/funding_round/debtify-pre-seed--8ef7c258,debtify,https://www.crunchbase.com/organization/debtify,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",150000,EUR,168076,2019-04-01,Seed,,,,Yes,"Fintech, Ecosystem, API, debt collection, NPL non performing loan","Debt Collections, Developer APIs, FinTech",,https://www.debtify.com,,400000,EUR,469773,Seed,2,,,,,"390,224"
Pre Seed Round - Debtist,https://www.crunchbase.com/funding_round/debtist-pre-seed--88e11a8a,Debtist,https://www.crunchbase.com/organization/debtist,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2023-10-05,Seed,,,,Yes,"Debtist is the one-stop shop for receivables management and debt collection in the fintech, e-commerce and software sectors","Debt Collections, Embedded Software, Financial Services, Payments",,https://www.debtist.de/,,,,,Seed,1,"10x Value Partners, āltitude",5,3,"10x Value Partners, 22 Capital, blueworld.group, Other People's Capital (OPC), āltitude","24,461"
Pre Seed Round - Deutsche Assets,https://www.crunchbase.com/funding_round/re-gmbh-pre-seed--430db349,Deutsche Assets,https://www.crunchbase.com/organization/re-gmbh,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-04-01,Seed,,,,Yes,Deutsche Assets makes professional real estates more efficient and enables higher deal flows.,"Asset Management, Commercial Real Estate, Information Technology, PropTech, Real Estate, Real Estate Investment",,https://deutsche-assets.com/,,,,,Seed,1,,,,,"86,112"
Post-IPO Debt - Deutsche Bank,https://www.crunchbase.com/funding_round/deutsche-bank-post-ipo-debt--7da5da10,Deutsche Bank,https://www.crunchbase.com/organization/deutsche-bank,Post-IPO Debt,"Frankfurt, Hessen, Germany, Europe",1500000000,USD,1500000000,2024-11-14,,,,,No,"Deutsche Bank, a Frankfurt-based global investment bank, offers financial products and services to corporate and institutional clients.","Banking, Finance, Financial Services",,https://www.db.com,$10B+,1500000000,USD,1500000000,IPO,5,,,,,"13,759"
Post-IPO Equity - Deutsche Bank,https://www.crunchbase.com/funding_round/deutsche-bank-post-ipo-equity--ec4afa0e,Deutsche Bank,https://www.crunchbase.com/organization/deutsche-bank,Post-IPO Equity,"Frankfurt, Hessen, Germany, Europe",,,,2020-02-06,,,,,Yes,"Deutsche Bank, a Frankfurt-based global investment bank, offers financial products and services to corporate and institutional clients.","Banking, Finance, Financial Services",,https://www.db.com,$10B+,1500000000,USD,1500000000,IPO,5,Capital Group,1,,Capital Group,"452,462"
Post-IPO Equity - Deutsche Bank,https://www.crunchbase.com/funding_round/deutsche-bank-post-ipo-equity--df2b14b2,Deutsche Bank,https://www.crunchbase.com/organization/deutsche-bank,Post-IPO Equity,"Frankfurt, Hessen, Germany, Europe",,,,2017-11-15,,,,,Yes,"Deutsche Bank, a Frankfurt-based global investment bank, offers financial products and services to corporate and institutional clients.","Banking, Finance, Financial Services",,https://www.db.com,$10B+,1500000000,USD,1500000000,IPO,5,Cerberus Capital Management,1,,Cerberus Capital Management,"350,293"
Post-IPO Equity - Deutsche Bank,https://www.crunchbase.com/funding_round/deutsche-bank-post-ipo-equity--cd35e1d8,Deutsche Bank,https://www.crunchbase.com/organization/deutsche-bank,Post-IPO Equity,"Frankfurt, Hessen, Germany, Europe",,,,2020-10-13,,,,,Yes,"Deutsche Bank, a Frankfurt-based global investment bank, offers financial products and services to corporate and institutional clients.","Banking, Finance, Financial Services",,https://www.db.com,$10B+,1500000000,USD,1500000000,IPO,5,Capital Group,1,,Capital Group,"614,779"
Post-IPO Equity - Deutsche Bank,https://www.crunchbase.com/funding_round/deutsche-bank-post-ipo-equity--71ab5412,Deutsche Bank,https://www.crunchbase.com/organization/deutsche-bank,Post-IPO Equity,"Frankfurt, Hessen, Germany, Europe",,,,2017-02-17,,,,,Yes,"Deutsche Bank, a Frankfurt-based global investment bank, offers financial products and services to corporate and institutional clients.","Banking, Finance, Financial Services",,https://www.db.com,$10B+,1500000000,USD,1500000000,IPO,5,,1,,HNA Group,"369,251"
Private Equity Round - Deutsche Radiologie Holding,https://www.crunchbase.com/funding_round/deutsche-radiologie-holding-private-equity--5a48a778,Deutsche Radiologie Holding,https://www.crunchbase.com/organization/deutsche-radiologie-holding,Private Equity,"Frankfurt, Hessen, Germany, Europe",,,,2019-01-04,Private Equity,,,,Yes,"Deutsche Radiologie Holding offers successful owners of radiological, nuclear medicine or radiotherapeutic practices.","Health Care, Therapeutics",,https://meine-radiologie-holding.de/,,,,,Private Equity,1,Triton Partners,1,,Triton Partners,"249,596"
Pre Seed Round - dreamteam,https://www.crunchbase.com/funding_round/grewp-pre-seed--2630447c,dreamteam,https://www.crunchbase.com/organization/grewp,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",600000,EUR,648714,2022-04-15,Seed,,,,Yes,SaaS-enabled B2B marketplace for teambuilding,"Human Resources, Information Technology, Marketplace, Software",,https://www.ourdreamteam.io,Less than $1M,600000,EUR,648714,Seed,1,,2,,"Hessen Kapital I, HR Pepper","103,143"
Venture Round - Efferon LPS,https://www.crunchbase.com/funding_round/efferon-lps-series-unknown--69b2e921,Efferon LPS,https://www.crunchbase.com/organization/efferon-lps,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",200000000,RUB,2688103,2021-07-12,,,,,Yes,Efferon offers a therapeutic device for extracorporeal blood adsorption.,,,https://efferon.com,,200000000,RUB,2688103,,1,,,,,"115,570"
Seed Round - Elektron Motors,https://www.crunchbase.com/funding_round/elektron-motors-seed--f52e5254,Elektron Motors,https://www.crunchbase.com/organization/elektron-motors,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-01-21,Seed,,,,Yes,The next generation exotic car brand - The Art of Passion -,"Automotive, Electric Vehicle, Manufacturing",,http://www.elektronmotors.com,,,,,Seed,1,,,,,"147,699"
Seed Round - Embold,https://www.crunchbase.com/funding_round/acellere-seed--08486c68,Embold,https://www.crunchbase.com/organization/acellere,Seed,"Frankfurt, Hessen, Germany, Europe",2250000,EUR,2769500,2018-01-23,Seed,,,,Yes,Embold aims to industrialize software development services and changing the end user experience.,"Artificial Intelligence (AI), Business Intelligence, DevOps, Information Technology, Software",,http://www.embold.io,$1M to $10M,2321429,EUR,2851368,,3,Capnamic Ventures,1,1,Capnamic Ventures,"95,409"
Venture Round - Embold,https://www.crunchbase.com/funding_round/acellere-series-unknown--47fb5276,Embold,https://www.crunchbase.com/organization/acellere,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2020-09-30,,,,,Yes,Embold aims to industrialize software development services and changing the end user experience.,"Artificial Intelligence (AI), Business Intelligence, DevOps, Information Technology, Software",,http://www.embold.io,$1M to $10M,2321429,EUR,2851368,,3,Futury Capital,1,1,Futury Capital,"230,091"
Grant - Embold,https://www.crunchbase.com/funding_round/acellere-grant--ae5a15d1,Embold,https://www.crunchbase.com/organization/acellere,Grant,"Frankfurt, Hessen, Germany, Europe",71429,EUR,81868,2019-01-01,,,,,No,Embold aims to industrialize software development services and changing the end user experience.,"Artificial Intelligence (AI), Business Intelligence, DevOps, Information Technology, Software",,http://www.embold.io,$1M to $10M,2321429,EUR,2851368,,3,,1,,EASME,"370,716"
Series B - Enviria,https://www.crunchbase.com/funding_round/enviria-series-b--074db6b3,Enviria,https://www.crunchbase.com/organization/enviria,Series B,"Frankfurt, Hessen, Germany, Europe",185000000,EUR,199910527,2024-02-29,Early Stage Venture,,,,Yes,Enviria offers solar-centric projects and energy-as-a-service solutions for businesses.,"Energy, Renewable Energy, Solar",,https://enviria.energy,$1M to $10M,207500000,EUR,223580785,Early Stage Venture,2,BlackRock,1,2,BlackRock,"44,233"
Series A - Enviria,https://www.crunchbase.com/funding_round/enviria-series-a--66eaca0b,Enviria,https://www.crunchbase.com/organization/enviria,Series A,"Frankfurt, Hessen, Germany, Europe",22500000,EUR,23670258,2022-06-23,Early Stage Venture,,,,Yes,Enviria offers solar-centric projects and energy-as-a-service solutions for businesses.,"Energy, Renewable Energy, Solar",,https://enviria.energy,$1M to $10M,207500000,EUR,223580785,Early Stage Venture,2,"Galileo Green Energy, redalpine",4,2,"Alter Equity 3P, BNP Paribas Développement, Galileo Green Energy, redalpine","553,163"
Seed Round - Equipme,https://www.crunchbase.com/funding_round/equipme-seed--507bbbf0,Equipme,https://www.crunchbase.com/organization/equipme,Seed,"Frankfurt, Hessen, Germany, Europe",3800000,USD,3800000,2023-04-17,Seed,,,,Yes,Equipme is developing the B2B subscription economy's operating system.,"Information Technology, Internet, Software",,https://equipme.io,$1M to $10M,3800000,USD,3800000,Seed,1,La Famiglia,6,1,"Anamcara Capital, Charlie Songhurst, Chris Murphy, Ignaz Forstmeier, La Famiglia, Lightbird","34,759"
Pre Seed Round - F-One,https://www.crunchbase.com/funding_round/f-one-pre-seed--77492626,F-One,https://www.crunchbase.com/organization/f-one,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",200000,EUR,220255,2023-02-01,Seed,,,,Yes,AI Freelancer that can be hired like a person to perform office routines.,"Artificial Intelligence (AI), Robotic Process Automation (RPA)",,https://f-one.group,,200000,EUR,220255,Seed,1,,,,,"28,341"
Seed Round - Farmako,https://www.crunchbase.com/funding_round/farmako-seed--a1f4c6ac,Farmako,https://www.crunchbase.com/organization/farmako,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2018-12-17,Seed,,,,Yes,Farmako is a research-based pharmaceutical company.,"Biotechnology, Pharmaceutical",,https://www.farmako.de/,,,,,M&A,1,Heartbeat Labs,1,1,Heartbeat Labs,"656,444"
Series A - FastBill,https://www.crunchbase.com/funding_round/fastbill-series-a--c14f5a6a,FastBill,https://www.crunchbase.com/organization/fastbill,Series A,"Frankfurt, Hessen, Germany, Europe",,,,2017-05-09,Early Stage Venture,,,,Yes,FastBill is a web-based finance management for small businesses.,"Accounting, FinTech, Internet, SaaS, Software",,https://www.fastbill.com,$10M to $50M,,,,M&A,1,FinLab,2,2,"coparion, FinLab","412,764"
Series A - FELS Group - FollowMyMoney,https://www.crunchbase.com/funding_round/fels-group-series-a--58bc7ab5,FELS Group - FollowMyMoney,https://www.crunchbase.com/organization/fels-group,Series A,"Frankfurt, Hessen, Germany, Europe",3000000,EUR,3267775,2023-12-01,Early Stage Venture,,,,Yes,FELS operates the leading marketplace for digital wealth management strategies - FollowMyMoney,"Asset Management, Finance, Financial Services, FinTech, Marketplace, Trading Platform, Wealth Management",,https://followmymoney.de/,,16000000,EUR,17657964,Early Stage Venture,4,,,,,"81,885"
Series A - FELS Group - FollowMyMoney,https://www.crunchbase.com/funding_round/fels-group-series-a--1a0c7700,FELS Group - FollowMyMoney,https://www.crunchbase.com/organization/fels-group,Series A,"Frankfurt, Hessen, Germany, Europe",6000000,EUR,6316501,2022-12-01,Early Stage Venture,,,,Yes,FELS operates the leading marketplace for digital wealth management strategies - FollowMyMoney,"Asset Management, Finance, Financial Services, FinTech, Marketplace, Trading Platform, Wealth Management",,https://followmymoney.de/,,16000000,EUR,17657964,Early Stage Venture,4,,,,,"224,108"
Seed Round - FELS Group - FollowMyMoney,https://www.crunchbase.com/funding_round/fels-group-seed--e22bed6b,FELS Group - FollowMyMoney,https://www.crunchbase.com/organization/fels-group,Seed,"Frankfurt, Hessen, Germany, Europe",5000000,EUR,5659527,2021-12-01,Seed,,,,Yes,FELS operates the leading marketplace for digital wealth management strategies - FollowMyMoney,"Asset Management, Finance, Financial Services, FinTech, Marketplace, Trading Platform, Wealth Management",,https://followmymoney.de/,,16000000,EUR,17657964,Early Stage Venture,4,,,,,"552,192"
Pre Seed Round - FELS Group - FollowMyMoney,https://www.crunchbase.com/funding_round/fels-group-pre-seed--eec8d63e,FELS Group - FollowMyMoney,https://www.crunchbase.com/organization/fels-group,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",2000000,EUR,2414161,2020-12-01,Seed,,,,Yes,FELS operates the leading marketplace for digital wealth management strategies - FollowMyMoney,"Asset Management, Finance, Financial Services, FinTech, Marketplace, Trading Platform, Wealth Management",,https://followmymoney.de/,,16000000,EUR,17657964,Early Stage Venture,4,,,,,"522,576"
Grant - Field Buzz,https://www.crunchbase.com/funding_round/field-buzz-grant--f4e67425,Field Buzz,https://www.crunchbase.com/organization/field-buzz,Grant,"Frankfurt, Hessen, Germany, Europe",155691,GBP,214148,2018-02-28,,,,,No,Manage your field operations with smartphones and mobile internet,"Emerging Markets, Enterprise Software, Mobile, SaaS, Software",,https://field.buzz,Less than $1M,553276,USD,553276,,3,GSMA Ecosystem Accelerator,1,,GSMA Ecosystem Accelerator,"453,778"
Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-seed--fa67247a,Finanzguru,https://www.crunchbase.com/organization/finanzguru-by-dwins-gmbh,Seed,"Frankfurt, Hessen, Germany, Europe",4000000,EUR,4481672,2019-08-07,Seed,,,,Yes,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",,http://www.finanzguru.de,$1M to $10M,27000000,EUR,30174944,Early Stage Venture,6,,4,2,"coparion, Deutsche Bank, HDI Global, seed + speed Ventures","31,948"
Series B - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-series-b--72086598,Finanzguru,https://www.crunchbase.com/organization/finanzguru-by-dwins-gmbh,Series B,"Frankfurt, Hessen, Germany, Europe",13000000,EUR,14245170,2023-04-04,Early Stage Venture,,,,Yes,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",,http://www.finanzguru.de,$1M to $10M,27000000,EUR,30174944,Early Stage Venture,6,"PayPal Ventures, SCOR Ventures",9,3,"coparion, Deutsche Bank, Frank Strauss, Hannover Digital Investments, PayPal Ventures, Redstone.VC, SCOR Ventures, Venture Stars, VR Ventures","441,146"
Series A - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-series-a--e781b2e4,Finanzguru,https://www.crunchbase.com/organization/finanzguru-by-dwins-gmbh,Series A,"Frankfurt, Hessen, Germany, Europe",8000000,EUR,9092800,2022-01-11,Early Stage Venture,,,,Yes,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",,http://www.finanzguru.de,$1M to $10M,27000000,EUR,30174944,Early Stage Venture,6,"Redstone.VC, VR Ventures",4,2,"coparion, Redstone.VC, Venture Stars, VR Ventures","485,745"
Pre Seed Round - Finanzguru,https://www.crunchbase.com/funding_round/finanzguru-by-dwins-gmbh-pre-seed--9128b644,Finanzguru,https://www.crunchbase.com/organization/finanzguru-by-dwins-gmbh,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",1000000,EUR,1231328,2018-04-01,Seed,,,,Yes,Finanzguru is an AI-powered financial assistant that assists users in managing their accounts and contracts.,"Artificial Intelligence (AI), Assistive Technology, Financial Services, FinTech, Insurance",,http://www.finanzguru.de,$1M to $10M,27000000,EUR,30174944,Early Stage Venture,6,,1,1,seed + speed Ventures,"640,270"
